Club Name,Address,Latitude,Longitude,Category,Description
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP"
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,LARCENY/THEFT,GRAND THEFT FROM PERSON
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,LARCENY/THEFT,PETTY THEFT FROM A BUILDING
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,OTHER OFFENSES,VIOLATION OF STAY AWAY ORDER
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,ASSAULT,THREATS AGAINST LIFE
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,FRAUD,"CREDIT CARD, THEFT BY USE OF"
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT"
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP"
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,ASSAULT,FALSE IMPRISONMENT
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY"
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,OTHER OFFENSES,"STAY AWAY ORDER VIOLATION, DV RELATED"
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,OTHER OFFENSES,PROBATION VIOLATION
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,ROBBERY,"ROBBERY, BODILY FORCE"
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,ASSAULT,BATTERY
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,OTHER OFFENSES,PROBATION VIOLATION
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,WARRANTS,WARRANT ARREST
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,NON-CRIMINAL,FOUND PROPERTY
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,ASSAULT,BATTERY OF A POLICE OFFICER
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,OTHER OFFENSES,PROBATION VIOLATION
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,OTHER OFFENSES,RESISTING ARREST
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,NON-CRIMINAL,LOST PROPERTY
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,NON-CRIMINAL,LOST PROPERTY
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,LARCENY/THEFT,PETTY THEFT OF PROPERTY
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,LARCENY/THEFT,PETTY THEFT OF PROPERTY
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,NON-CRIMINAL,FOUND PROPERTY
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,LARCENY/THEFT,GRAND THEFT OF PROPERTY
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,NON-CRIMINAL,LOST PROPERTY
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,LARCENY/THEFT,PETTY THEFT OF PROPERTY
Rouge Night Club,"1500 Broadway, San Francisco",37.796,-122.422,NON-CRIMINAL,LOST PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,MISSING PERSON,MISSING ADULT
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,MISSING PERSON,FOUND PERSON
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,NON-CRIMINAL,LOST PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)"
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING"
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,OTHER OFFENSES,RESISTING ARREST
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,FRAUD,"CREDIT CARD, THEFT BY USE OF"
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)"
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT PICKPOCKET
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,NON-CRIMINAL,AIDED CASE
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,VEHICLE THEFT,STOLEN AUTOMOBILE
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,NON-CRIMINAL,LOST PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM PERSON
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,OTHER OFFENSES,PROBATION VIOLATION
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM PERSON
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,VEHICLE THEFT,STOLEN AUTOMOBILE
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,TRESPASS,TRESPASSING
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,VEHICLE THEFT,STOLEN AUTOMOBILE
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,WEAPON LAWS,POSS OF LOADED FIREARM
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,WEAPON LAWS,"FIREARM, LOADED, IN VEHICLE, POSSESSION OR USE"
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,VEHICLE THEFT,STOLEN AUTOMOBILE
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,NON-CRIMINAL,AIDED CASE
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,VEHICLE THEFT,STOLEN AUTOMOBILE
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,ASSAULT,BATTERY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,ASSAULT,BATTERY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,VEHICLE THEFT,STOLEN AUTOMOBILE
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,ASSAULT,BATTERY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,NON-CRIMINAL,LOST PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,ASSAULT,BATTERY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT PICKPOCKET
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,OTHER OFFENSES,TRAFFIC VIOLATION ARREST
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,OTHER OFFENSES,TRAFFIC VIOLATION
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,NON-CRIMINAL,LOST PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,VEHICLE THEFT,STOLEN TRUCK
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,FRAUD,"CREDIT CARD, THEFT BY USE OF"
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,SUSPICIOUS OCC,INVESTIGATIVE DETENTION
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,NON-CRIMINAL,LOST PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM PERSON
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,VEHICLE THEFT,STOLEN AUTOMOBILE
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,NON-CRIMINAL,LOST PROPERTY
ENSO Bar & Nightclub,"97 E Santa Clara St, San Jose",37.337,-121.889,,
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,GRAND THEFT FROM PERSON
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,FRAUD,"CREDIT CARD, THEFT BY USE OF"
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,NON-CRIMINAL,LOST PROPERTY
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,GRAND THEFT PICKPOCKET
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,GRAND THEFT PICKPOCKET
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,FRAUD,"CREDIT CARD, THEFT BY USE OF"
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,GRAND THEFT FROM PERSON
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,NON-CRIMINAL,LOST PROPERTY
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,GRAND THEFT PICKPOCKET
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,PETTY THEFT SHOPLIFTING
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,ASSAULT,BATTERY
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,VEHICLE THEFT,STOLEN AUTOMOBILE
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,PETTY THEFT FROM A BUILDING
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,GRAND THEFT FROM PERSON
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,NON-CRIMINAL,AIDED CASE
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,OTHER OFFENSES,TRAFFIC VIOLATION
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,ROBBERY,"ROBBERY, BODILY FORCE"
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,GRAND THEFT PICKPOCKET
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,GRAND THEFT PICKPOCKET
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,NON-CRIMINAL,FOUND PROPERTY
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,GRAND THEFT PICKPOCKET
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,NON-CRIMINAL,FOUND PROPERTY
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,TRESPASS,TRESPASSING
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,PETTY THEFT SHOPLIFTING
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,BURGLARY,"BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY"
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,BURGLARY,"BURGLARY, UNLAWFUL ENTRY"
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,GRAND THEFT PICKPOCKET
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,ASSAULT,BATTERY
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,SUSPICIOUS OCC,INVESTIGATIVE DETENTION
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,FRAUD,"CREDIT CARD, THEFT BY USE OF"
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,NON-CRIMINAL,LOST PROPERTY
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,ROBBERY,"ROBBERY, BODILY FORCE"
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,PETTY THEFT OF PROPERTY
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,NON-CRIMINAL,"LICENSE PLATE, RECOVERED"
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,NON-CRIMINAL,"LICENSE PLATE, FOUND"
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,FRAUD,"CREDIT CARD, THEFT BY USE OF"
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,GRAND THEFT PICKPOCKET
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,SECONDARY CODES,JUVENILE INVOLVED
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,MISSING PERSON,FOUND PERSON
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,BURGLARY,"BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY"
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,GRAND THEFT FROM PERSON
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,FRAUD,"CREDIT CARD, THEFT BY USE OF"
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,GRAND THEFT PICKPOCKET
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,GRAND THEFT PICKPOCKET
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,ASSAULT,FALSE IMPRISONMENT
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,"SEX OFFENSES, FORCIBLE",SODOMY (ADULT VICTIM)
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION
Love + Propaganda,"85 Campton Pl, San Francisco",37.789,-122.407,LARCENY/THEFT,GRAND THEFT FROM PERSON
